Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|Dez 2011|no exercício|consolid:sim*,Ativo Tot|Dez 2011|em moeda orig|consolid:sim*,Patrim Liq|Dez 2011|em moeda orig|consolid:sim*,Receita|Dez 2011|em moeda orig|no exercício|consolid:sim*,Lucro Bruto|Dez 2011|em moeda orig|no exercício|consolid:sim*,Lucro Liq|Dez 2011|em moeda orig|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da classe|31Dez11,LPA|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|Dez 2011|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|31Dez11|1 anos|em moeda orig,Div Yld (fim)|31Dez11|no Ano|em moeda orig,Div Yld (inic)|31Dez11|1 anos|em moeda orig,PrinAcion|31/12/2011|1.Maior|Sem Voto,AcPossuid|31/12/2011|1.Maior|Sem Voto,PrinAcion|31/12/2011|2.Maior|Sem Voto,AcPossuid|31/12/2011|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,AcPossuid|31/12/2011|3.Maior|Sem Voto,PrinAcion|31/12/2011|4.Maior|Sem Voto,AcPossuid|31/12/2011|4.Maior|Sem Voto,PrinAcion|31/12/2011|5.Maior|Sem Voto,AcPossuid|31/12/2011|5.Maior|Sem Voto,PrinAcion|31/12/2011|6.Maior|Sem Voto,AcPossuid|31/12/2011|6.Maior|Sem Voto,PrinAcion|31/12/2011|7.Maior|Sem Voto,AcPossuid|31/12/2011|7.Maior|Sem Voto,PrinAcion|31/12/2011|8.Maior|Sem Voto,AcPossuid|31/12/2011|8.Maior|Sem Voto,PrinAcion|31/12/2011|9.Maior|Sem Voto,AcPossuid|31/12/2011|9.Maior|Sem Voto,PrinAcion|31/12/2011|10.Maior|Sem Voto,AcPossuid|31/12/2011|10.Maior|Sem Voto,PrinAcion|31/12/2011|1.Maior|Com Voto,AcPossuid|31/12/2011|1.Maior|Com Voto,PrinAcion|31/12/2011|2.Maior|Com Voto,AcPossuid|31/12/2011|2.Maior|Com Voto,PrinAcion|31/12/2011|3.Maior|Com Voto,AcPossuid|31/12/2011|3.Maior|Com Voto,PrinAcion|31/12/2011|4.Maior|Com Voto,AcPossuid|31/12/2011|4.Maior|Com Voto,PrinAcion|31/12/2011|5.Maior|Com Voto,AcPossuid|31/12/2011|5.Maior|Com Voto,PrinAcion|31/12/2011|6.Maior|Com Voto,AcPossuid|31/12/2011|6.Maior|Com Voto,PrinAcion|31/12/2011|7.Maior|Com Voto,AcPossuid|31/12/2011|7.Maior|Com Voto,PrinAcion|31/12/2011|8.Maior|Com Voto,AcPossuid|31/12/2011|8.Maior|Com Voto,PrinAcion|31/12/2011|9.Maior|Com Voto,AcPossuid|31/12/2011|9.Maior|Com Voto,PrinAcion|31/12/2011|10.Maior|Com Voto,AcPossuid|31/12/2011|10.Maior|Com Voto
Unipar,PNA,33958695000178,BR,ativo,1159,Indústria química,Química,Ação,Bovespa,UNIP5,BRUNIPACNPA0,12,889822000,381293000,345351000,134103000,4448000,Real,25884488,0.0053268567971,0.45663066727,0.41358707773,0,0.0,-,Luiz Barsi Filho,51718900,Victor Adler,11815600,Frank Geyer Abubakir,10246301,Maria Cecilia S. de Sampaio Geyer,4010340,Vinci Equities Gestora de Recursos Ltda,2300000,Maria Soares de Sampaio Geyer,1827292,Acoes em Tesouraria,484062,Vila Velha S/A Admin e Participacao,112011,-,0,-,-,Vila Velha S/A Admin e Participacao,159594149,Luiz Barsi Filho,28957290,Credit Suisse Hedging-Griffo C. V. S/A,23302092,Frank Geyer Abubakir,14481971,Maria Soares de Sampaio Geyer,14481971,Victor Adler,4626493,Vinci Equities Gestora de Recursos Ltda,2847310,-,0,-,0,-,-
Unipar,PNB,33958695000178,BR,ativo,1159,Indústria química,Química,Ação,Bovespa,UNIP6,BRUNIPACNPB8,12,889822000,381293000,345351000,134103000,4448000,Real,530630512,0.0053268567971,0.45663066727,0.41358707773,0,0.0,0.0,Luiz Barsi Filho,51718900,Victor Adler,11815600,Frank Geyer Abubakir,10246301,Maria Cecilia S. de Sampaio Geyer,4010340,Vinci Equities Gestora de Recursos Ltda,2300000,Maria Soares de Sampaio Geyer,1827292,Acoes em Tesouraria,484062,Vila Velha S/A Admin e Participacao,112011,-,0,-,-,Vila Velha S/A Admin e Participacao,159594149,Luiz Barsi Filho,28957290,Credit Suisse Hedging-Griffo C. V. S/A,23302092,Frank Geyer Abubakir,14481971,Maria Soares de Sampaio Geyer,14481971,Victor Adler,4626493,Vinci Equities Gestora de Recursos Ltda,2847310,-,0,-,0,-,-
United Parcel Serv,Com,-,US,ativo,1090727,Transporte rodoviário de cargas genéricas,Transporte Serviç,"ADR,etc (emp estrang)",Bovespa,UPSS11B,BRUPSSBDR009,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
United States Steel,Com,-,US,ativo,1163302,Siderurgia de aço e ferro,Siderur & Metalur,"ADR,etc (emp estrang)",Bovespa,USSX11B,BRUSSXBDR003,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Uol,ON,1109184000195,BR,cancelado,1988,Serviços de informação,Software e Dados,Ação,Bovespa,UOLL3,BRUOLLACNOR8,-,-,-,-,-,-,Real,60066155,-,-,-,0.0077391192,-,-,Folhapar S/A,28844139,Acionistas Queiroz (1),12361256,Banco Fator S.A.,4999500,Cyrte Investments,3248000,Acoes em Tesouraria,495000,Luiz Frias,2,-,-,-,-,-,-,-,-,Folhapar S/A,41673525,Acionistas Queiroz (1),17671836,Luiz Frias,720794,-,0,-,0,-,0,-,-,-,-,-,-,-,-
Uol,PN,1109184000195,BR,cancelado,1988,Serviços de informação,Software e Dados,Ação,Bovespa,UOLL4,BRUOLLACNPR5,-,-,-,-,-,-,Real,59571155,-,-,-,0.0077391192,0.0,0.1,Folhapar S/A,28844139,Acionistas Queiroz (1),12361256,Banco Fator S.A.,4999500,Cyrte Investments,3248000,Acoes em Tesouraria,495000,Luiz Frias,2,-,-,-,-,-,-,-,-,Folhapar S/A,41673525,Acionistas Queiroz (1),17671836,Luiz Frias,720794,-,0,-,0,-,0,-,-,-,-,-,-,-,-
Usiminas,ON,60894730000105,BR,ativo,1432,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,USIM3,BRUSIMACNOR3,12,33360425000,17283793000,11901959000,1294168000,233077000,Real,502734030,0.23609926418,17.507908586,12.05628939,0.136908,0.8,0.6,Cia Siderurgica Nacional,102395700,Acoes em Tesouraria,24060356,Previ Cx Prev Funcs Bco Brasil,6560850,Nippon Usiminas Co Ltd,2830832,Nippon Steel Corporation,307926,-,0,-,0,-,0,-,0,-,0,Nippon Usiminas Co Ltd,119969788,Votorantim Investimentos Industriais S.A,65606930,VBC Energia SA,65606926,Cia Siderurgica Nacional,58929900,Previ Cx Prev Funcs Bco Brasil,52769590,Caixa Dos Empregados da Usiminas,51164642,Nippon Steel Corporation,18820356,Mitsubishi Corporation do Brasil S.A.,7449554,Acoes em Tesouraria,2526654,Metal One Corporation,759248
Usiminas,PNA,60894730000105,BR,ativo,1432,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,USIM5,BRUSIMACNPA6,12,33360425000,17283793000,11901959000,1294168000,233077000,Real,484377840,0.23609926418,17.507908586,12.05628939,0.150599,1.5,0.8,Cia Siderurgica Nacional,102395700,Acoes em Tesouraria,24060356,Previ Cx Prev Funcs Bco Brasil,6560850,Nippon Usiminas Co Ltd,2830832,Nippon Steel Corporation,307926,-,0,-,0,-,0,-,0,-,0,Nippon Usiminas Co Ltd,119969788,Votorantim Investimentos Industriais S.A,65606930,VBC Energia SA,65606926,Cia Siderurgica Nacional,58929900,Previ Cx Prev Funcs Bco Brasil,52769590,Caixa Dos Empregados da Usiminas,51164642,Nippon Steel Corporation,18820356,Mitsubishi Corporation do Brasil S.A.,7449554,Acoes em Tesouraria,2526654,Metal One Corporation,759248
Usiminas,PNB,60894730000105,BR,ativo,1432,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,USIM6,BRUSIMACNPB4,12,33360425000,17283793000,11901959000,1294168000,233077000,Real,87310,0.23609926418,17.507908586,12.05628939,0.150599,1.5,0.8,Cia Siderurgica Nacional,102395700,Acoes em Tesouraria,24060356,Previ Cx Prev Funcs Bco Brasil,6560850,Nippon Usiminas Co Ltd,2830832,Nippon Steel Corporation,307926,-,0,-,0,-,0,-,0,-,0,Nippon Usiminas Co Ltd,119969788,Votorantim Investimentos Industriais S.A,65606930,VBC Energia SA,65606926,Cia Siderurgica Nacional,58929900,Previ Cx Prev Funcs Bco Brasil,52769590,Caixa Dos Empregados da Usiminas,51164642,Nippon Steel Corporation,18820356,Mitsubishi Corporation do Brasil S.A.,7449554,Acoes em Tesouraria,2526654,Metal One Corporation,759248
Usin C Pinto,ON,44689123000157,BR,ativo,1222,Indústria de açúcar e produtos de confeitaria,Alimentos e Beb,Ação,Bovespa,UCOP3,BRUCOPACNOR8,9,1413196000,952190000,15324000,15324000,162517000,Real,65000000,0.92905641026,4.883025641,0.087938461539,0,-,-,Pedro Ometto S/A Adm e Part,49995534,Hyposwiss Banco Privado S/A,37431510,Jaime M Chalam,13885000,Aguassanta Participacoes S/A,11150069,-,-,-,-,-,-,-,-,-,-,-,-,Pedro Ometto S/A Adm e Part,64998201,Aguassanta Participacoes S/A,835,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-
Usin C Pinto,PN,44689123000157,BR,ativo,1222,Indústria de açúcar e produtos de confeitaria,Alimentos e Beb,Ação,Bovespa,UCOP4,BRUCOPACNPR5,9,1413196000,952190000,15324000,15324000,162517000,Real,130000000,0.92905641026,4.883025641,0.087938461539,0.034269,0.6,0.6,Pedro Ometto S/A Adm e Part,49995534,Hyposwiss Banco Privado S/A,37431510,Jaime M Chalam,13885000,Aguassanta Participacoes S/A,11150069,-,-,-,-,-,-,-,-,-,-,-,-,Pedro Ometto S/A Adm e Part,64998201,Aguassanta Participacoes S/A,835,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-
V-Agro,ON,5799312000120,BR,ativo,2035,Outras outras indústrias,Outros,Ação,Bovespa,VAGR3,BRVAGRACNOR2,12,2824828000,1289126000,883272000,66782000,-187223000,Real,2320145000,-0.12734402013,0.55562303218,0.60077772148,0,0.0,0.0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Octaviano Olavo Pivetta,619194316,Helio Seibel,249262000,Vila Rica I Fundo de Investimentos em Participacoes,239650428,Tiradentes Fundo de Investimento em Participacoes,129788207,-,-,-,-,-,-,-,-,-,-,-,-
Vale,ON,33592510000154,BR,ativo,417,Mineração de metais,Mineração,Ação,Bovespa,VALE3,BRVALEACNOR0,12,241783112000,143475398000,103195407000,62706537000,37813723000,Real,3169814000,7.2746502572,28.147376686,19.852858553,2.885361712,7.3,5.2,Acoes em Tesouraria,99649571,Bndespar - BNDES Participacoes SA,69432771,Valepar S.A.,20340000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Valepar S.A.,1716435045,Bndespar - BNDES Participacoes SA,218386481,Acoes em Tesouraria,47375394,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vale,ON,33592510000154,BR,ativo,417,Mineração de metais,Mineração,"ADR,etc (emp estrang)",NYSE,VALE,US91912E1055,12,241783112000,143475398000,103195407000,62706537000,37813723000,Real,3169814000,-,-,-,1732,8.1,5.0,Acoes em Tesouraria,99649571,Bndespar - BNDES Participacoes SA,69432771,Valepar S.A.,20340000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Valepar S.A.,1716435045,Bndespar - BNDES Participacoes SA,218386481,Acoes em Tesouraria,47375394,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vale,PNA,33592510000154,BR,ativo,417,Mineração de metais,Mineração,Ação,Bovespa,VALE5,BRVALEACNPA3,12,241783112000,143475398000,103195407000,62706537000,37813723000,Real,1927478000,7.2746502572,28.147376686,19.852858553,2.885361712,7.6,5.9,Acoes em Tesouraria,99649571,Bndespar - BNDES Participacoes SA,69432771,Valepar S.A.,20340000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Valepar S.A.,1716435045,Bndespar - BNDES Participacoes SA,218386481,Acoes em Tesouraria,47375394,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vale,PNA,33592510000154,BR,ativo,417,Mineração de metais,Mineração,"ADR,etc (emp estrang)",NYSE,VALE.P,US91912E2046,12,241783112000,143475398000,103195407000,62706537000,37813723000,Real,1927478000,-,-,-,1.3533,6.6,4.5,Acoes em Tesouraria,99649571,Bndespar - BNDES Participacoes SA,69432771,Valepar S.A.,20340000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Valepar S.A.,1716435045,Bndespar - BNDES Participacoes SA,218386481,Acoes em Tesouraria,47375394,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Valefert,ON,19443985000158,BR,cancelado,1402,Indústria de fertilizantes e pesticidas,Química,Ação,Bovespa,FFTL3,BRFFTLACNOR0,-,-,-,-,-,-,Real,287880283,-,-,-,0.101120148,0.4,0.5,Mineracao Naque SA,143002152,Vale Empreendimentos e Participacoes Ltda,46342704,Acoes em Tesouraria,449500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mineracao Naque SA,248290728,Vale Empreendimentos e Participacoes Ltda,39337833,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Valefert,PN,19443985000158,BR,cancelado,1402,Indústria de fertilizantes e pesticidas,Química,Ação,Bovespa,FFTL4,BRFFTLACNPR7,-,-,-,-,-,-,Real,277702980,-,-,-,0.111232163,0.4,0.6,Mineracao Naque SA,143002152,Vale Empreendimentos e Participacoes Ltda,46342704,Acoes em Tesouraria,449500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mineracao Naque SA,248290728,Vale Empreendimentos e Participacoes Ltda,39337833,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Valid,ON,33113309000147,BR,ativo,2002,Impressão e atividades auxiliares,Outros,Ação,Bovespa,VLID3,BRVLIDACNOR5,12,915601000,503310000,873919000,245128000,111820000,Real,55349000,1.9927354502,9.0933892211,15.574041959,0.81587427273,3.7,4.4,-,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,Vinci Partners,7162430,Aberdeen Global - Emsc Fund - Citibank Dtvm SA,4673440,Rio Bravo S.A,3874172,Credit Suisse Hedging-Griffo C. V. S/A,3136550,Diretoria e Administradores,1542396,Acoes em Tesouraria,417690,-,-,-,-,-,-,-,-
Varig Serv,ON,3634795000188,BR,cancelado,1869,Atividades auxiliares ao transporte aéreo,Transporte Serviç,Ação,Bovespa,VPSC3,-,-,-,-,-,-,-,Real,319900000,-,-,-,0,-,-,Frb-Par Investimentos S.A.,15666000,Interunion Capitalizacao S.A (em Liq.),63000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Frb-Par Investimentos S.A.,280591000,Interunion Capitalizacao S.A (em Liq.),24340000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Varig Serv,PN,3634795000188,BR,cancelado,1869,Atividades auxiliares ao transporte aéreo,Transporte Serviç,Ação,Bovespa,VPSC4,-,-,-,-,-,-,-,Real,210060000,-,-,-,0,-,-,Frb-Par Investimentos S.A.,15666000,Interunion Capitalizacao S.A (em Liq.),63000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Frb-Par Investimentos S.A.,280591000,Interunion Capitalizacao S.A (em Liq.),24340000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Varig Transp,ON,3634777000104,BR,cancelado,1868,Serviço de entrega,Outros,Ação,Bovespa,VPTA3,-,-,-,-,-,-,-,Real,331219000,-,-,-,0,-,-,Frb-Par Investimentos S.A.,21927000,Interunion Capitalizacao S.A (em Liq.),12617000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Frb-Par Investimentos S.A.,290105000,Interunion Capitalizacao S.A (em Liq.),25424000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Varig Transp,PN,3634777000104,BR,cancelado,1868,Serviço de entrega,Outros,Ação,Bovespa,VPTA4,-,-,-,-,-,-,-,Real,217491000,-,-,-,0,-,-,Frb-Par Investimentos S.A.,21927000,Interunion Capitalizacao S.A (em Liq.),12617000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Frb-Par Investimentos S.A.,290105000,Interunion Capitalizacao S.A (em Liq.),25424000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vasp,ON,60703923000131,BR,cancelado,1170,Transporte aéreo regular,Transporte Serviç,Ação,Bovespa,VASP3,-,-,-,-,-,-,-,Real,230444376000,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VBC Energia,ON,95147000102,BR,cancelado,1454,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,NCNE3,BRNCNEACNOR9,-,-,-,-,-,-,Real,5354230,-,-,-,30.69228482,-,-,Atila Holdings S.A.,70530,Camargo Correa Energia S.A.,47018,Camargo Correa S/A,23512,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Atila Holdings S.A.,2405393,Camargo Correa Energia S.A.,1504095,Camargo Correa S/A,1056630,Camargo Correa Invest. em Infra Estrutur,388107,-,-,-,-,-,-,-,-,-,-,-,-
VBC Energia,PNA,95147000102,BR,cancelado,1454,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,NCNE5,BRNCNEACNPA2,-,-,-,-,-,-,Real,141058,-,-,-,33.76151331,-,-,Atila Holdings S.A.,70530,Camargo Correa Energia S.A.,47018,Camargo Correa S/A,23512,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Atila Holdings S.A.,2405393,Camargo Correa Energia S.A.,1504095,Camargo Correa S/A,1056630,Camargo Correa Invest. em Infra Estrutur,388107,-,-,-,-,-,-,-,-,-,-,-,-
Verizon Comm,Com,-,US,ativo,732712,Telecomunicações,Telecomunicações,"ADR,etc (emp estrang)",Bovespa,VERZ11B,BRVERZBDR008,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Viavarejo,ON,33041260065290,BR,ativo,650,Loja de departamentos,Comércio,Ação,Bovespa,VVAR3,BRVVARACNOR1,12,11674930000,2636622000,21016716000,6048897000,90465000,Real,322688000,0.28034820012,8.1708089548,65.130144288,0,0.0,0.0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cia Brasileira de Distribuicao,168927975,Samuel Klein,81139844,Michael Klein,70523415,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Viavarejo,PN,33041260065290,BR,cancelado,650,Loja de departamentos,Comércio,Ação,Bovespa,GLOB4,-,12,11674930000,2636622000,21016716000,6048897000,90465000,Real,0,0.28034820012,8.1708089548,65.130144288,0,-,-,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cia Brasileira de Distribuicao,168927975,Samuel Klein,81139844,Michael Klein,70523415,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vicunha Text,ON,7332190000193,BR,ativo,599,Tecelagens,Textil,Ação,Bovespa,VINE3,BRVINEACNOR9,12,1839260000,879026000,1070957000,309555000,80264000,Real,21562000,1.9124405865,20.904801541,25.517562459,0.9370534756,-,-,Textilia S/A,17835927,Rio Purus Participacoes S.A.,1183771,Cfl Participacoes S.A.,912480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Textilia S/A,20527096,Rio Purus Participacoes S.A.,560860,Cfl Participacoes S.A.,362172,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vicunha Text,PNA,7332190000193,BR,ativo,599,Tecelagens,Textil,Ação,Bovespa,VINE5,BRVINEACNPA2,12,1839260000,879026000,1070957000,309555000,80264000,Real,775542,1.9124405865,20.904801541,25.517562459,1.1244641707,11.1,8.1,Textilia S/A,17835927,Rio Purus Participacoes S.A.,1183771,Cfl Participacoes S.A.,912480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Textilia S/A,20527096,Rio Purus Participacoes S.A.,560860,Cfl Participacoes S.A.,362172,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vicunha Text,PNB,7332190000193,BR,ativo,599,Tecelagens,Textil,Ação,Bovespa,VINE6,BRVINEACNPB0,12,1839260000,879026000,1070957000,309555000,80264000,Real,19711458,1.9124405865,20.904801541,25.517562459,1.1244641707,9.4,11.2,Textilia S/A,17835927,Rio Purus Participacoes S.A.,1183771,Cfl Participacoes S.A.,912480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Textilia S/A,20527096,Rio Purus Participacoes S.A.,560860,Cfl Participacoes S.A.,362172,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vigor,ON,61116331000186,BR,cancelado,1022,Indústria de laticínios,Alimentos e Beb,Ação,Bovespa,VGOR3,-,-,-,-,-,-,-,Real,95950000,-,-,-,0,-,-,Gestior Participacoes Ltda,27624000,Tendencia Global Inv. Fund. Llc,20511000,Orbe Value FIC FIA,4361000,Orbe Balance Fundo de Investimentos,483000,-,-,-,-,-,-,-,-,-,-,-,-,Gestior Participacoes Ltda,95948000,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-
Vigor,PN,61116331000186,BR,cancelado,1022,Indústria de laticínios,Alimentos e Beb,Ação,Bovespa,VGOR4,-,-,-,-,-,-,-,Real,69497000,-,-,-,0,-,-,Gestior Participacoes Ltda,27624000,Tendencia Global Inv. Fund. Llc,20511000,Orbe Value FIC FIA,4361000,Orbe Balance Fundo de Investimentos,483000,-,-,-,-,-,-,-,-,-,-,-,-,Gestior Participacoes Ltda,95948000,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-
Vigor Food,ON,13324184000197,BR,ativo,2277,Indústria de laticínios,Alimentos e Beb,Ação,Bovespa,VIGR3,BRVIGRACNOR5,-,-,-,-,-,-,Real,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Visa,Com,-,US,ativo,1403161,Instituição de intermediacao de crédito (não receptora de depósitos),Finanças e Seguros,"ADR,etc (emp estrang)",Bovespa,VISA11B,BRVISABDR000,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vivax,ON,1402946000147,BR,cancelado,1995,TV a cabo,Outros,Ação,Bovespa,VVAX3,-,-,-,-,-,-,-,Real,56142000,-,-,-,0,-,-,Horizon Telecom Int. Llc,11056300,Dynamo Cougar FIA,1014600,Puma Invest. Llc,615200,Dy Puma II FIP,361600,FIA Lumina,313200,Classe A FIA,106600,Febra FIA (Dynamo Adm. de Rec. Ltda,95200,Dy Ascese FIA,92000,Samambaia IV FIA,62800,Dynamo Administracao de Recursos Ltda,41600,Brasil Tv A Cabo Part. S/A,29508429,Horizon Telecom Int. Llc,5033588,Dynamo Cougar FIA,507300,Puma Invest. Llc,307600,Dy Puma II FIP,180800,FIA Lumina,156600,Classe A FIA,53300,Febra FIA (Dynamo Adm. de Rec. Ltda,47600,Dy Ascese FIA,46000,Samambaia IV FIA,31400
Vivax,PN,1402946000147,BR,cancelado,1995,TV a cabo,Outros,Ação,Bovespa,VVAX4,-,-,-,-,-,-,-,Real,54256000,-,-,-,0,-,-,Horizon Telecom Int. Llc,11056300,Dynamo Cougar FIA,1014600,Puma Invest. Llc,615200,Dy Puma II FIP,361600,FIA Lumina,313200,Classe A FIA,106600,Febra FIA (Dynamo Adm. de Rec. Ltda,95200,Dy Ascese FIA,92000,Samambaia IV FIA,62800,Dynamo Administracao de Recursos Ltda,41600,Brasil Tv A Cabo Part. S/A,29508429,Horizon Telecom Int. Llc,5033588,Dynamo Cougar FIA,507300,Puma Invest. Llc,307600,Dy Puma II FIP,180800,FIA Lumina,156600,Classe A FIA,53300,Febra FIA (Dynamo Adm. de Rec. Ltda,47600,Dy Ascese FIA,46000,Samambaia IV FIA,31400
Vivax,UNT N2,1402946000147,BR,cancelado,1995,TV a cabo,Outros,Ação,Bovespa,VVAX11,-,-,-,-,-,-,-,Real,0,-,-,-,0,-,-,Horizon Telecom Int. Llc,11056300,Dynamo Cougar FIA,1014600,Puma Invest. Llc,615200,Dy Puma II FIP,361600,FIA Lumina,313200,Classe A FIA,106600,Febra FIA (Dynamo Adm. de Rec. Ltda,95200,Dy Ascese FIA,92000,Samambaia IV FIA,62800,Dynamo Administracao de Recursos Ltda,41600,Brasil Tv A Cabo Part. S/A,29508429,Horizon Telecom Int. Llc,5033588,Dynamo Cougar FIA,507300,Puma Invest. Llc,307600,Dy Puma II FIP,180800,FIA Lumina,156600,Classe A FIA,53300,Febra FIA (Dynamo Adm. de Rec. Ltda,47600,Dy Ascese FIA,46000,Samambaia IV FIA,31400
Viver,ON,67571414000141,BR,ativo,2070,Construção de edifícios residenciais,Construção,Ação,Bovespa,VIVR3,BRVIVRACNOR4,12,3118797000,1005903000,727419000,106648000,-114928000,Real,285309000,-0.40281939932,3.5256616511,2.5495830836,0,0.0,0.0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,"Paladin P. R. Investors (Brazil), Llc",114013112,Polo Capital Gestao de Recursos Ltda,31158550,Constellation Investimentos e Participacoes Ltda,20762100,Isa Incorporacao e Construcao S.A.,19523141,Credit Suisse Hedging-Griffo C. V. S/A,15224600,-,-,-,-,-,-,-,-,-,-
Vivo,ON,2558074000173,BR,cancelado,1771,Telecomunicações,Telecomunicações,Ação,Bovespa,VIVO3,-,-,-,-,-,-,-,Real,137269000,-,-,-,5.815574706,-,5.4,Telecom de Sao Paulo/Telesp,262320914,Acoes em Tesouraria,1123725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Telecom de Sao Paulo/Telesp,137269188,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vivo,PN,2558074000173,BR,cancelado,1771,Telecomunicações,Telecomunicações,"ADR,etc (emp estrang)",NYSE,VIV-old,-,-,-,-,-,-,-,Real,262322000,-,-,-,319,-,1.0,Telecom de Sao Paulo/Telesp,262320914,Acoes em Tesouraria,1123725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Telecom de Sao Paulo/Telesp,137269188,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vivo,PN,2558074000173,BR,cancelado,1771,Telecomunicações,Telecomunicações,Ação,Bovespa,VIVO4,-,-,-,-,-,-,-,Real,262322000,-,-,-,5.815574706,-,11.0,Telecom de Sao Paulo/Telesp,262320914,Acoes em Tesouraria,1123725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Telecom de Sao Paulo/Telesp,137269188,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
